locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFFIBJOL_06609	CDS	882	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
HFFIBJOL_06610	CDS	1605	malL_3	3.2.1.10	COG0366	Oligo-1,6-glucosidase
HFFIBJOL_06611	CDS	2496				hypothetical protein
HFFIBJOL_06612	CDS	939				hypothetical protein
HFFIBJOL_06613	CDS	993	cdhR_6		COG4977	HTH-type transcriptional regulator CdhR
HFFIBJOL_06614	CDS	630	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
HFFIBJOL_06615	CDS	381				hypothetical protein
HFFIBJOL_06616	CDS	657				hypothetical protein
HFFIBJOL_06617	CDS	513				hypothetical protein
HFFIBJOL_06618	CDS	1539				hypothetical protein
HFFIBJOL_06619	CDS	741				hypothetical protein
HFFIBJOL_06620	CDS	423				hypothetical protein
HFFIBJOL_06621	CDS	933	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
HFFIBJOL_06622	CDS	798	fucA	4.1.2.17		L-fuculose phosphate aldolase
HFFIBJOL_06623	CDS	612				hypothetical protein
HFFIBJOL_06624	CDS	1023	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HFFIBJOL_06625	CDS	621				putative HTH-type transcriptional regulator
HFFIBJOL_06626	CDS	1221		1.14.-.-		Cytochrome P450 105A3
HFFIBJOL_06627	CDS	192	suaB_1			Ferredoxin-1
HFFIBJOL_06628	CDS	972	mshD_4	2.3.1.189		Mycothiol acetyltransferase
HFFIBJOL_06629	CDS	294	blaZ	3.5.2.6		Beta-lactamase 3
HFFIBJOL_06630	CDS	498			COG3039	IS5 family transposase ISBli8
HFFIBJOL_06631	CDS	402				hypothetical protein
HFFIBJOL_06632	CDS	1335				hypothetical protein
HFFIBJOL_06633	CDS	693	nfnB	1.-.-.-	COG0778	Nitroreductase NfnB
HFFIBJOL_06634	CDS	585				hypothetical protein
HFFIBJOL_06635	CDS	1257	oatA	2.3.1.-		O-acetyltransferase OatA
HFFIBJOL_06636	CDS	915				hypothetical protein
HFFIBJOL_06637	CDS	345				hypothetical protein
HFFIBJOL_06638	CDS	405				hypothetical protein
HFFIBJOL_06639	CDS	720				hypothetical protein
HFFIBJOL_06640	CDS	1014	novG_1			Transcriptional regulator NovG
HFFIBJOL_06641	CDS	1665				hypothetical protein
HFFIBJOL_06642	CDS	963		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
HFFIBJOL_06643	CDS	900				hypothetical protein
HFFIBJOL_06644	CDS	585				hypothetical protein
HFFIBJOL_06645	CDS	948	hemC_3	2.5.1.61	COG0181	Porphobilinogen deaminase
HFFIBJOL_06646	CDS	270				hypothetical protein
HFFIBJOL_06647	CDS	450		1.1.98.-		F420H(2)-dependent quinone reductase
HFFIBJOL_06648	CDS	537				hypothetical protein
HFFIBJOL_06649	CDS	873				hypothetical protein
HFFIBJOL_06650	CDS	921	btuD_27	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HFFIBJOL_06651	CDS	429				hypothetical protein
HFFIBJOL_06652	CDS	489				hypothetical protein
HFFIBJOL_06653	CDS	1488	hisC_3	2.6.1.9		Histidinol-phosphate aminotransferase
HFFIBJOL_06654	CDS	825				hypothetical protein
HFFIBJOL_06655	CDS	972		1.3.1.103		2-haloacrylate reductase
HFFIBJOL_06656	CDS	612				hypothetical protein
HFFIBJOL_06657	CDS	7647	hemL_2	5.4.3.8		Glutamate-1-semialdehyde 2,1-aminomutase
HFFIBJOL_06658	CDS	3402	ppsE_2	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsE
HFFIBJOL_06659	CDS	1284	entS_7			Enterobactin exporter EntS
HFFIBJOL_06660	CDS	222				hypothetical protein
HFFIBJOL_06661	CDS	1173				hypothetical protein
HFFIBJOL_06662	CDS	150				hypothetical protein
HFFIBJOL_06663	CDS	1551	carA2	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
HFFIBJOL_06664	CDS	1953				hypothetical protein
HFFIBJOL_06665	CDS	144				hypothetical protein
HFFIBJOL_06666	CDS	1602	pds	1.3.5.5	COG3349	15-cis-phytoene desaturase
HFFIBJOL_06667	CDS	1203				hypothetical protein
HFFIBJOL_06668	CDS	312				hypothetical protein
HFFIBJOL_06669	CDS	666	snpA_2	3.4.24.77		Extracellular small neutral protease
HFFIBJOL_06670	CDS	888	ligD_2		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
HFFIBJOL_06671	CDS	1101	ku_2			Non-homologous end joining protein Ku
HFFIBJOL_06672	CDS	375	hslR		COG1188	Heat shock protein 15
HFFIBJOL_06673	CDS	414				hypothetical protein
HFFIBJOL_06674	CDS	975				hypothetical protein
HFFIBJOL_06675	CDS	1218			COG3385	IS4 family transposase MICBce6
HFFIBJOL_06676	CDS	201				hypothetical protein
HFFIBJOL_06677	CDS	303				hypothetical protein
HFFIBJOL_06678	CDS	270				hypothetical protein
HFFIBJOL_06679	CDS	216	mbtH_4		COG3251	Protein MbtH
HFFIBJOL_06680	tRNA	82				tRNA-Arg(tcg)
HFFIBJOL_06681	CDS	894				hypothetical protein
HFFIBJOL_06682	CDS	1629				hypothetical protein
HFFIBJOL_06683	CDS	2142				hypothetical protein
HFFIBJOL_06684	CDS	483				hypothetical protein
HFFIBJOL_06685	CDS	1104				hypothetical protein
HFFIBJOL_06686	CDS	1926				hypothetical protein
HFFIBJOL_06687	CDS	231	scoF_2		COG1278	Cold shock protein ScoF
HFFIBJOL_06688	CDS	201				putative protein
HFFIBJOL_06689	CDS	1482				hypothetical protein
HFFIBJOL_06690	CDS	417				hypothetical protein
HFFIBJOL_06691	CDS	537	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
HFFIBJOL_06692	CDS	879				hypothetical protein
HFFIBJOL_06693	CDS	756				hypothetical protein
HFFIBJOL_06694	CDS	195				hypothetical protein
HFFIBJOL_06695	CDS	1959				hypothetical protein
HFFIBJOL_06696	CDS	741				hypothetical protein
HFFIBJOL_06697	CDS	1503	hisC_4	2.6.1.9		Histidinol-phosphate aminotransferase
HFFIBJOL_06698	CDS	723				hypothetical protein
HFFIBJOL_06699	CDS	927	ssuD_3	1.14.14.5		Alkanesulfonate monooxygenase
HFFIBJOL_06700	CDS	822	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
HFFIBJOL_06701	CDS	384	rbpA_2			RNA polymerase-binding protein RbpA
HFFIBJOL_06702	CDS	588				hypothetical protein
HFFIBJOL_06703	CDS	369				hypothetical protein
HFFIBJOL_06704	CDS	246				hypothetical protein
HFFIBJOL_06705	CDS	966	fgd1_1	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase 1
HFFIBJOL_06706	CDS	759	ppm1_2	2.4.1.-		Polyprenol monophosphomannose synthase
HFFIBJOL_06707	CDS	1653	lnt_2	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
HFFIBJOL_06708	CDS	1641	hutI_2	3.5.2.7		Imidazolonepropionase
HFFIBJOL_06709	CDS	441	lrp_2		COG1522	Leucine-responsive regulatory protein
HFFIBJOL_06710	CDS	510				hypothetical protein
HFFIBJOL_06711	CDS	1101		2.7.1.-	COG3173	Putative aminoglycoside phosphotransferase
HFFIBJOL_06712	CDS	1182				hypothetical protein
HFFIBJOL_06713	CDS	1191	thrC_2	4.2.3.1	COG0498	Threonine synthase
HFFIBJOL_06714	CDS	1173	acdA_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
HFFIBJOL_06715	CDS	1272	chiC	3.2.1.14		Chitinase C
HFFIBJOL_06716	CDS	921	tdh_3	1.1.1.103		L-threonine 3-dehydrogenase
HFFIBJOL_06717	CDS	570				hypothetical protein
HFFIBJOL_06718	CDS	834		3.4.21.4	COG5640	Trypsin
HFFIBJOL_06719	CDS	357				hypothetical protein
HFFIBJOL_06720	CDS	624				hypothetical protein
HFFIBJOL_06721	CDS	1149				hypothetical protein
HFFIBJOL_06722	CDS	1737	amiF	3.5.1.49		Formamidase
HFFIBJOL_06723	CDS	1431	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
HFFIBJOL_06724	CDS	675				hypothetical protein
HFFIBJOL_06725	CDS	1308	eno_2	4.2.1.11		Enolase
HFFIBJOL_06726	CDS	423			COG1846	putative HTH-type transcriptional regulator
HFFIBJOL_06727	CDS	2631	lacZ_1	3.2.1.23		Beta-galactosidase
HFFIBJOL_06728	CDS	660				hypothetical protein
HFFIBJOL_06729	CDS	615				hypothetical protein
HFFIBJOL_06730	CDS	1149				hypothetical protein
HFFIBJOL_06731	CDS	924				hypothetical protein
HFFIBJOL_06732	CDS	1260				hypothetical protein
HFFIBJOL_06733	CDS	1524		1.2.1.3	COG1012	putative aldehyde dehydrogenase
HFFIBJOL_06734	CDS	867				hypothetical protein
HFFIBJOL_06735	CDS	648				hypothetical protein
HFFIBJOL_06736	CDS	1179				hypothetical protein
HFFIBJOL_06737	CDS	495				hypothetical protein
HFFIBJOL_06738	CDS	429				hypothetical protein
HFFIBJOL_06739	CDS	666				hypothetical protein
HFFIBJOL_06740	CDS	948				hypothetical protein
HFFIBJOL_06741	CDS	357				hypothetical protein
HFFIBJOL_06742	CDS	204	scoF_3		COG1278	Cold shock protein ScoF
HFFIBJOL_06743	CDS	711				hypothetical protein
HFFIBJOL_06744	CDS	804				hypothetical protein
HFFIBJOL_06745	CDS	270				hypothetical protein
HFFIBJOL_06746	CDS	339				hypothetical protein
HFFIBJOL_06747	CDS	390				hypothetical protein
HFFIBJOL_06748	CDS	408				hypothetical protein
HFFIBJOL_06749	CDS	627	fldP_2			Flavodoxin FldP
HFFIBJOL_06750	CDS	534		2.3.1.-	COG1670	Acetyltransferase
HFFIBJOL_06751	CDS	3840				hypothetical protein
HFFIBJOL_06752	CDS	5583	pikAI	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA1, modules 1 and 2
HFFIBJOL_06753	CDS	1263	bioI_2	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
HFFIBJOL_06754	CDS	9540				hypothetical protein
HFFIBJOL_06755	CDS	1206		1.14.-.-		Cytochrome P450 105A3
HFFIBJOL_06756	CDS	720	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HFFIBJOL_06757	CDS	804				hypothetical protein
HFFIBJOL_06758	CDS	321				hypothetical protein
HFFIBJOL_06759	CDS	273				hypothetical protein
HFFIBJOL_06760	CDS	585				hypothetical protein
HFFIBJOL_06761	CDS	1734	dosT_2	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DosT
HFFIBJOL_06762	CDS	2049	kimA_3		COG0531	Potassium transporter KimA
HFFIBJOL_06763	CDS	1470	dap_4	3.4.11.19		D-aminopeptidase
HFFIBJOL_06764	CDS	843	ppk2	2.7.4.-	COG2326	Polyphosphate:GDP phosphotransferase
HFFIBJOL_06765	CDS	1176				hypothetical protein
HFFIBJOL_06766	CDS	477				hypothetical protein
HFFIBJOL_06767	CDS	819	asrB		COG0543	Anaerobic sulfite reductase subunit B
HFFIBJOL_06768	CDS	786				hypothetical protein
HFFIBJOL_06769	CDS	1401	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
HFFIBJOL_06770	CDS	684				hypothetical protein
HFFIBJOL_06771	CDS	1113	hypD		COG0409	Hydrogenase maturation factor HypD
HFFIBJOL_06772	CDS	1032	hypE	4.2.1.-		Carbamoyl dehydratase HypE
HFFIBJOL_06773	CDS	552				hypothetical protein
HFFIBJOL_06774	CDS	708	devR_5		COG2197	DNA-binding transcriptional activator DevR/DosR
HFFIBJOL_06775	CDS	882			COG0589	Universal stress protein
HFFIBJOL_06776	CDS	540				hypothetical protein
HFFIBJOL_06777	CDS	2322	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
HFFIBJOL_06778	CDS	285				hypothetical protein
HFFIBJOL_06779	CDS	840			COG0637	putative protein
HFFIBJOL_06780	CDS	2694				hypothetical protein
HFFIBJOL_06781	CDS	897			COG0589	Universal stress protein
HFFIBJOL_06782	CDS	729	IMPDH_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
HFFIBJOL_06783	CDS	543				hypothetical protein
HFFIBJOL_06784	CDS	885	pcm_14	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
HFFIBJOL_06785	CDS	123				hypothetical protein
HFFIBJOL_06786	CDS	2742		7.2.2.10		Calcium-transporting ATPase 1
HFFIBJOL_06787	CDS	990		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
HFFIBJOL_06788	CDS	537		3.1.3.-	COG2062	putative protein
HFFIBJOL_06789	CDS	552				hypothetical protein
HFFIBJOL_06790	CDS	420				hypothetical protein
HFFIBJOL_06791	CDS	1785				hypothetical protein
HFFIBJOL_06792	CDS	744				hypothetical protein
HFFIBJOL_06793	CDS	480	nicR_2		COG1846	HTH-type transcriptional repressor NicR
HFFIBJOL_06794	CDS	750				hypothetical protein
HFFIBJOL_06795	CDS	810				hypothetical protein
HFFIBJOL_06796	CDS	714		1.1.1.119	COG1028	Glucose 1-dehydrogenase
HFFIBJOL_06797	CDS	1029				hypothetical protein
HFFIBJOL_06798	CDS	279				hypothetical protein
HFFIBJOL_06799	CDS	417				hypothetical protein
HFFIBJOL_06800	CDS	1134				hypothetical protein
HFFIBJOL_06801	CDS	303				hypothetical protein
HFFIBJOL_06802	CDS	1197	lcp	1.13.-.-		Rubber oxygenase
HFFIBJOL_06803	CDS	1074	ispB_3	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
HFFIBJOL_06804	tRNA	83				tRNA-Ala(ggc)
HFFIBJOL_06805	CDS	576	sigL_2		COG1595	ECF RNA polymerase sigma factor SigL
HFFIBJOL_06806	CDS	762	glpR_3		COG1349	Glycerol-3-phosphate regulon repressor
HFFIBJOL_06807	CDS	642				hypothetical protein
HFFIBJOL_06808	CDS	225		2.4.2.-	COG2071	Putative glutamine amidotransferase
HFFIBJOL_06809	CDS	594				hypothetical protein
HFFIBJOL_06810	CDS	252				hypothetical protein
HFFIBJOL_06811	CDS	813	menH_9	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HFFIBJOL_06812	CDS	402				hypothetical protein
HFFIBJOL_06813	CDS	1347	ccrA2	1.3.1.86	COG0604	Crotonyl-CoA reductase
HFFIBJOL_06814	CDS	1680				IS1182 family transposase ISSdi1
HFFIBJOL_06815	CDS	5211	menE_3	6.2.1.26		2-succinylbenzoate--CoA ligase
HFFIBJOL_06816	CDS	192	suaB_2			Ferredoxin-1
HFFIBJOL_06817	CDS	1263		1.14.15.11	COG2124	Pentalenic acid synthase
HFFIBJOL_06818	CDS	1059	per	2.6.1.102	COG0399	GDP-perosamine synthase
HFFIBJOL_06819	CDS	1383				hypothetical protein
HFFIBJOL_06820	CDS	1650	choA	1.1.3.6		Cholesterol oxidase
HFFIBJOL_06821	CDS	1125				hypothetical protein
HFFIBJOL_06822	CDS	20355	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
HFFIBJOL_06823	CDS	12177	fadA_3	2.3.1.16		3-ketoacyl-CoA thiolase
HFFIBJOL_06824	CDS	6396		2.3.1.41	COG3321	Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
HFFIBJOL_06825	CDS	28422	fadA_4	2.3.1.16		3-ketoacyl-CoA thiolase
HFFIBJOL_06826	CDS	633				hypothetical protein
HFFIBJOL_06827	CDS	2757				hypothetical protein
HFFIBJOL_06828	CDS	2817				hypothetical protein
HFFIBJOL_06829	CDS	2904				hypothetical protein
HFFIBJOL_06830	CDS	768	pikAV_3	3.1.2.-		Thioesterase PikA5
HFFIBJOL_06831	CDS	1032	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
HFFIBJOL_06832	CDS	276				hypothetical protein
HFFIBJOL_06833	CDS	1728				hypothetical protein
HFFIBJOL_06834	CDS	1524				hypothetical protein
HFFIBJOL_06835	CDS	834		3.1.1.2		Arylesterase
HFFIBJOL_06836	CDS	489				hypothetical protein
HFFIBJOL_06837	CDS	963	sigJ_6			ECF RNA polymerase sigma factor SigJ
HFFIBJOL_06838	CDS	1176	pobA	1.14.13.2		p-hydroxybenzoate hydroxylase
HFFIBJOL_06839	CDS	774	nimR_2			HTH-type transcriptional regulator NimR
HFFIBJOL_06840	CDS	2925	htpX_4	3.4.24.-		Protease HtpX
HFFIBJOL_06841	CDS	597				hypothetical protein
HFFIBJOL_06842	CDS	1341	cypB_2		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
HFFIBJOL_06843	CDS	972	yfiY_3		COG0614	putative siderophore-binding lipoprotein YfiY
HFFIBJOL_06844	CDS	1338	fes_2		COG2382	Enterochelin esterase
HFFIBJOL_06845	CDS	1161	elmGT_2	2.4.1.331		Elloramycin glycosyltransferase ElmGT
HFFIBJOL_06846	CDS	3564		3.6.3.-		Multidrug efflux ATP-binding/permease protein
HFFIBJOL_06847	CDS	1068	cugP_4	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
HFFIBJOL_06848	CDS	999	strE_3	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
HFFIBJOL_06849	CDS	888	strL	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
HFFIBJOL_06850	CDS	603	strM	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
HFFIBJOL_06851	CDS	1053	fepD_3		COG0609	Ferric enterobactin transport system permease protein FepD
HFFIBJOL_06852	CDS	1074	fepG_2		COG4779	Ferric enterobactin transport system permease protein FepG
HFFIBJOL_06853	CDS	1233	tolB_6			Tol-Pal system protein TolB
HFFIBJOL_06854	CDS	576				hypothetical protein
HFFIBJOL_06855	CDS	813	nimR_3			HTH-type transcriptional regulator NimR
HFFIBJOL_06856	CDS	879	dhmA_2	3.8.1.5		Haloalkane dehalogenase
HFFIBJOL_06857	CDS	603				hypothetical protein
HFFIBJOL_06858	CDS	1212	fes_3		COG2382	Enterochelin esterase
HFFIBJOL_06859	CDS	1260				putative transporter
HFFIBJOL_06860	CDS	966				hypothetical protein
HFFIBJOL_06861	CDS	1089	yncE_1		COG3391	putative protein YncE
HFFIBJOL_06862	CDS	366	dhbF_10		COG1020	Dimodular nonribosomal peptide synthase
HFFIBJOL_06863	CDS	2847	dhbF_11		COG1020	Dimodular nonribosomal peptide synthase
HFFIBJOL_06864	CDS	393				hypothetical protein
HFFIBJOL_06865	CDS	231	dhbB_4	3.3.2.1	COG1535	Isochorismatase
HFFIBJOL_06866	CDS	978	yfiY_4		COG0614	putative siderophore-binding lipoprotein YfiY
HFFIBJOL_06867	CDS	960	fepD_4		COG0609	Ferric enterobactin transport system permease protein FepD
HFFIBJOL_06868	CDS	1155	feuC_2		COG0609	Iron-uptake system permease protein FeuC
HFFIBJOL_06869	CDS	999	ispH2_3	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
HFFIBJOL_06870	CDS	1398				hypothetical protein
HFFIBJOL_06871	CDS	777		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
HFFIBJOL_06872	CDS	297				hypothetical protein
HFFIBJOL_06873	CDS	399				hypothetical protein
HFFIBJOL_06874	CDS	228				hypothetical protein
HFFIBJOL_06875	CDS	426				hypothetical protein
HFFIBJOL_06876	CDS	480	dhmA_3	3.8.1.5		Haloalkane dehalogenase
HFFIBJOL_06877	CDS	603				hypothetical protein
HFFIBJOL_06878	CDS	1089				hypothetical protein
HFFIBJOL_06879	CDS	192				hypothetical protein
HFFIBJOL_06880	CDS	1017				putative transporter
HFFIBJOL_06881	CDS	990				hypothetical protein
HFFIBJOL_06882	CDS	1089	yncE_2		COG3391	putative protein YncE
HFFIBJOL_06883	CDS	3963	dhbF_12		COG1020	Dimodular nonribosomal peptide synthase
HFFIBJOL_06884	CDS	231	dhbB_5	3.3.2.1	COG1535	Isochorismatase
HFFIBJOL_06885	CDS	978	yfiY_5		COG0614	putative siderophore-binding lipoprotein YfiY
HFFIBJOL_06886	CDS	1089	fepD_5		COG0609	Ferric enterobactin transport system permease protein FepD
HFFIBJOL_06887	CDS	963	feuC_3		COG0609	Iron-uptake system permease protein FeuC
HFFIBJOL_06888	CDS	999	ispH2_4	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 2
HFFIBJOL_06889	CDS	1398				hypothetical protein
HFFIBJOL_06890	CDS	777		1.1.1.393	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NADP(+))
HFFIBJOL_06891	CDS	4017	dhbF_13		COG1020	Dimodular nonribosomal peptide synthase
HFFIBJOL_06892	CDS	9297	dltA_7	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
HFFIBJOL_06893	CDS	1134				hypothetical protein
HFFIBJOL_06894	CDS	735				hypothetical protein
HFFIBJOL_06895	CDS	873	tauD_2	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
HFFIBJOL_06896	CDS	801				hypothetical protein
HFFIBJOL_06897	CDS	2277				hypothetical protein
HFFIBJOL_06898	CDS	366				hypothetical protein
HFFIBJOL_06899	CDS	117				hypothetical protein
HFFIBJOL_06900	CDS	612			COG3039	IS5 family transposase IS1373
HFFIBJOL_06901	CDS	1407				hypothetical protein
HFFIBJOL_06902	CDS	417				hypothetical protein
HFFIBJOL_06903	CDS	3795	recD2_3	3.6.4.12		ATP-dependent RecD-like DNA helicase
HFFIBJOL_06904	CDS	705				hypothetical protein
HFFIBJOL_06905	CDS	192				hypothetical protein
HFFIBJOL_06906	CDS	336				hypothetical protein
HFFIBJOL_06907	CDS	423				hypothetical protein
HFFIBJOL_06908	CDS	759	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
HFFIBJOL_06909	CDS	825	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
HFFIBJOL_06910	CDS	1074				hypothetical protein
HFFIBJOL_06911	CDS	1230	ssuD_4	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
HFFIBJOL_06912	CDS	1125		1.18.1.2		Ferredoxin--NADP reductase
HFFIBJOL_06913	CDS	687				hypothetical protein
HFFIBJOL_06914	CDS	678				hypothetical protein
HFFIBJOL_06915	CDS	1416				hypothetical protein
HFFIBJOL_06916	CDS	474				hypothetical protein
HFFIBJOL_06917	CDS	1044	aziB2	2.1.1.302		3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
HFFIBJOL_06918	CDS	1383	kgtP_2			Alpha-ketoglutarate permease
HFFIBJOL_06919	CDS	774	lutA		COG0247	Lactate utilization protein A
HFFIBJOL_06920	CDS	1476	lutB		COG1139	Lactate utilization protein B
HFFIBJOL_06921	CDS	645	lutC		COG1556	Lactate utilization protein C
HFFIBJOL_06922	CDS	3180	cbgA	3.2.1.23		Beta-galactosidase
HFFIBJOL_06923	CDS	1071				hypothetical protein
HFFIBJOL_06924	CDS	1176				hypothetical protein
HFFIBJOL_06925	CDS	423				hypothetical protein
HFFIBJOL_06926	CDS	432				hypothetical protein
HFFIBJOL_06927	CDS	1857			COG1132	putative ABC transporter ATP-binding protein
HFFIBJOL_06928	CDS	459				hypothetical protein
HFFIBJOL_06929	CDS	2958				hypothetical protein
HFFIBJOL_06930	CDS	1359	aml_2	3.2.1.1		Alpha-amylase
HFFIBJOL_06931	CDS	1479		3.2.1.-		Glycosyl hydrolase family 109 protein 1
HFFIBJOL_06932	CDS	708				hypothetical protein
HFFIBJOL_06933	CDS	1836	yheI_1	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
HFFIBJOL_06934	CDS	1782	yheI_2	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
HFFIBJOL_06935	CDS	795				hypothetical protein
HFFIBJOL_06936	CDS	2514				hypothetical protein
HFFIBJOL_06937	CDS	918	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
HFFIBJOL_06938	CDS	2658	menE_4	6.2.1.26		2-succinylbenzoate--CoA ligase
HFFIBJOL_06939	CDS	1698	ilvB_2	2.2.1.6	COG0028	Acetolactate synthase large subunit
HFFIBJOL_06940	CDS	2073				hypothetical protein
HFFIBJOL_06941	CDS	1248	bioF_3	2.3.1.47		8-amino-7-oxononanoate synthase
HFFIBJOL_06942	CDS	243	acpM_2		COG0236	Meromycolate extension acyl carrier protein
HFFIBJOL_06943	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
HFFIBJOL_06944	CDS	1257				hypothetical protein
HFFIBJOL_06945	CDS	390				hypothetical protein
HFFIBJOL_06946	CDS	342				hypothetical protein
HFFIBJOL_06947	CDS	933				hypothetical protein
HFFIBJOL_06948	CDS	408			COG2018	Serine protease inhibitor
HFFIBJOL_06949	CDS	429				hypothetical protein
HFFIBJOL_06950	CDS	645				hypothetical protein
HFFIBJOL_06951	CDS	243				hypothetical protein
HFFIBJOL_06952	CDS	669		2.1.1.6	COG4122	Catechol O-methyltransferase
HFFIBJOL_06953	CDS	1200				hypothetical protein
HFFIBJOL_06954	CDS	633	COQ5_12	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HFFIBJOL_06955	CDS	876				hypothetical protein
HFFIBJOL_06956	CDS	342				hypothetical protein
HFFIBJOL_06957	CDS	828				hypothetical protein
HFFIBJOL_06958	CDS	183				hypothetical protein
HFFIBJOL_06959	CDS	3012	rapA	3.6.4.-		RNA polymerase-associated protein RapA
HFFIBJOL_06960	CDS	1362				hypothetical protein
HFFIBJOL_06961	CDS	390			COG3631	putative PhzA/B-like protein
HFFIBJOL_06962	CDS	234				hypothetical protein
HFFIBJOL_06963	CDS	2970	lacZ_2	3.2.1.23		Beta-galactosidase
HFFIBJOL_06964	CDS	879	yceI_3			Protein YceI
HFFIBJOL_06965	CDS	924	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
HFFIBJOL_06966	CDS	816	glnH_1		COG0834	Glutamine-binding periplasmic protein
HFFIBJOL_06967	CDS	786	artQ		COG0765	Arginine transport system permease protein ArtQ
HFFIBJOL_06968	CDS	825	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
HFFIBJOL_06969	CDS	966	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
HFFIBJOL_06970	CDS	1164	xylA	5.3.1.5		Xylose isomerase
HFFIBJOL_06971	CDS	1449	xylB_2	2.7.1.17	COG1070	Xylulose kinase
HFFIBJOL_06972	CDS	312				hypothetical protein
HFFIBJOL_06973	CDS	1278	mlc		COG1940	Protein mlc
HFFIBJOL_06974	CDS	1410				hypothetical protein
HFFIBJOL_06975	CDS	1419				hypothetical protein
HFFIBJOL_06976	CDS	549				hypothetical protein
HFFIBJOL_06977	CDS	903				hypothetical protein
HFFIBJOL_06978	CDS	543				hypothetical protein
HFFIBJOL_06979	CDS	1092				hypothetical protein
HFFIBJOL_06980	CDS	195				hypothetical protein
HFFIBJOL_06981	CDS	771				hypothetical protein
HFFIBJOL_06982	CDS	864	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
HFFIBJOL_06983	CDS	849				hypothetical protein
HFFIBJOL_06984	CDS	777	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
HFFIBJOL_06985	CDS	963	ssuA_1		COG0715	Putative aliphatic sulfonates-binding protein
HFFIBJOL_06986	CDS	1212	lppS_2	2.3.2.-	COG1376	Putative L,D-transpeptidase LppS
