locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_06978	CDS	291				hypothetical protein
FGFFFLIJ_06979	CDS	1098	sbnA_4	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
FGFFFLIJ_06980	CDS	843	srlR_3		COG1349	Glucitol operon repressor
FGFFFLIJ_06981	CDS	2382				hypothetical protein
FGFFFLIJ_06982	CDS	2448				hypothetical protein
FGFFFLIJ_06983	CDS	606				hypothetical protein
FGFFFLIJ_06984	CDS	726	IMPDH_3	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
FGFFFLIJ_06985	CDS	459				hypothetical protein
FGFFFLIJ_06986	CDS	891				hypothetical protein
FGFFFLIJ_06987	CDS	840	ycbX_2		COG0633	putative protein YcbX
FGFFFLIJ_06988	CDS	456				hypothetical protein
FGFFFLIJ_06989	CDS	1392				hypothetical protein
FGFFFLIJ_06990	CDS	1155				hypothetical protein
FGFFFLIJ_06991	CDS	786	murI_1	5.1.1.3		Glutamate racemase
FGFFFLIJ_06992	CDS	615				hypothetical protein
FGFFFLIJ_06993	CDS	480				hypothetical protein
FGFFFLIJ_06994	CDS	588				hypothetical protein
FGFFFLIJ_06995	CDS	1089				hypothetical protein
FGFFFLIJ_06996	CDS	201				hypothetical protein
FGFFFLIJ_06997	CDS	201				hypothetical protein
FGFFFLIJ_06998	CDS	825				hypothetical protein
FGFFFLIJ_06999	CDS	582				hypothetical protein
FGFFFLIJ_07000	CDS	717				hypothetical protein
FGFFFLIJ_07001	CDS	1218	abo	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
FGFFFLIJ_07002	CDS	1410			COG5383	putative protein
FGFFFLIJ_07003	CDS	1551	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
FGFFFLIJ_07004	CDS	354				hypothetical protein
FGFFFLIJ_07005	CDS	189				hypothetical protein
FGFFFLIJ_07006	CDS	516				hypothetical protein
FGFFFLIJ_07007	CDS	441				hypothetical protein
FGFFFLIJ_07008	CDS	588				hypothetical protein
FGFFFLIJ_07009	CDS	726				hypothetical protein
FGFFFLIJ_07010	CDS	1671	cocE_2	3.1.1.84		Cocaine esterase
FGFFFLIJ_07011	CDS	387				hypothetical protein
FGFFFLIJ_07012	CDS	357				hypothetical protein
FGFFFLIJ_07013	CDS	216				hypothetical protein
FGFFFLIJ_07014	CDS	489				hypothetical protein
FGFFFLIJ_07015	CDS	315				hypothetical protein
FGFFFLIJ_07016	CDS	786				hypothetical protein
FGFFFLIJ_07017	CDS	348	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
FGFFFLIJ_07018	CDS	1935	mnhD1		COG0651	Na(+)/H(+) antiporter subunit D1
FGFFFLIJ_07019	CDS	435	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
FGFFFLIJ_07020	CDS	624	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
FGFFFLIJ_07021	CDS	993	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
FGFFFLIJ_07022	CDS	999				hypothetical protein
FGFFFLIJ_07023	CDS	396				hypothetical protein
FGFFFLIJ_07024	CDS	1650				hypothetical protein
FGFFFLIJ_07025	CDS	717				hypothetical protein
FGFFFLIJ_07026	CDS	2307	vgb_2	4.2.99.-		Virginiamycin B lyase
FGFFFLIJ_07027	CDS	657				hypothetical protein
FGFFFLIJ_07028	CDS	1197	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
FGFFFLIJ_07029	CDS	312				hypothetical protein
FGFFFLIJ_07030	CDS	1392				hypothetical protein
FGFFFLIJ_07031	CDS	2034				hypothetical protein
FGFFFLIJ_07032	CDS	882		3.8.1.3	COG0596	Fluoroacetate dehalogenase
FGFFFLIJ_07033	CDS	5913	tdh_4	1.1.1.103		L-threonine 3-dehydrogenase
FGFFFLIJ_07034	CDS	1611	ppsA	2.3.1.41	COG3321	Phthiocerol synthesis polyketide synthase type I PpsA
FGFFFLIJ_07035	CDS	423				hypothetical protein
FGFFFLIJ_07036	CDS	750				hypothetical protein
FGFFFLIJ_07037	CDS	684				hypothetical protein
FGFFFLIJ_07038	CDS	930				hypothetical protein
FGFFFLIJ_07039	CDS	774	kdgR_1			Pectin degradation repressor protein KdgR
FGFFFLIJ_07040	CDS	858		3.1.1.99		6-deoxy-6-sulfogluconolactonase
FGFFFLIJ_07041	CDS	354				hypothetical protein
FGFFFLIJ_07042	CDS	630				hypothetical protein
FGFFFLIJ_07043	CDS	1242	xylH_2		COG4214	Xylose transport system permease protein XylH
FGFFFLIJ_07044	CDS	1611	xylG_2	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
FGFFFLIJ_07045	CDS	1116	sbpA			Multiple sugar-binding periplasmic protein SbpA
FGFFFLIJ_07046	CDS	966				hypothetical protein
FGFFFLIJ_07047	CDS	963	neoA	1.1.1.329		2-deoxy-scyllo-inosamine dehydrogenase
FGFFFLIJ_07048	CDS	1161	dgoD_2	4.2.1.6	COG4948	D-galactonate dehydratase
FGFFFLIJ_07049	CDS	2607				hypothetical protein
FGFFFLIJ_07050	CDS	828				hypothetical protein
FGFFFLIJ_07051	CDS	2448				hypothetical protein
FGFFFLIJ_07052	CDS	420				hypothetical protein
FGFFFLIJ_07053	CDS	372				hypothetical protein
FGFFFLIJ_07054	CDS	483				hypothetical protein
FGFFFLIJ_07055	CDS	759				hypothetical protein
FGFFFLIJ_07056	CDS	1845	asnO_5	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 3
FGFFFLIJ_07057	CDS	441				hypothetical protein
FGFFFLIJ_07058	CDS	1065				hypothetical protein
FGFFFLIJ_07059	CDS	546				hypothetical protein
FGFFFLIJ_07060	CDS	414				hypothetical protein
FGFFFLIJ_07061	CDS	852	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
FGFFFLIJ_07062	CDS	1215		1.3.99.-		Acyl-CoA dehydrogenase FadE26
FGFFFLIJ_07063	CDS	2244	pknD_17	2.7.11.1		Serine/threonine-protein kinase PknD
FGFFFLIJ_07064	CDS	1314	agaA_2	3.2.1.22		Alpha-galactosidase A
FGFFFLIJ_07065	CDS	1560			COG1233	putative protein
FGFFFLIJ_07066	CDS	1104		1.13.12.-	COG2070	Putative monooxygenase
FGFFFLIJ_07067	CDS	1566		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
FGFFFLIJ_07068	CDS	2415	aac_3	3.5.1.-		Aculeacin-A acylase
FGFFFLIJ_07069	CDS	1602	lcfB_3	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FGFFFLIJ_07070	CDS	795			COG3324	Putative glyoxylase CFP32
FGFFFLIJ_07071	CDS	555		2.3.1.-	COG1670	Acetyltransferase
FGFFFLIJ_07072	CDS	1284	paaK	6.2.1.30		Phenylacetate-coenzyme A ligase
FGFFFLIJ_07073	CDS	699		3.1.1.10		Tropinesterase
FGFFFLIJ_07074	CDS	243				hypothetical protein
FGFFFLIJ_07075	CDS	1074	sigG_2		COG1595	ECF RNA polymerase sigma factor SigG
FGFFFLIJ_07076	CDS	435				hypothetical protein
FGFFFLIJ_07077	CDS	1647	add_2	3.5.4.4		Adenosine deaminase
FGFFFLIJ_07078	CDS	618		5.4.99.5	COG1605	Secreted chorismate mutase
FGFFFLIJ_07079	CDS	1260	ncsB3_2	1.14.15.31		2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase
FGFFFLIJ_07080	CDS	96				hypothetical protein
FGFFFLIJ_07081	CDS	1635		6.2.1.42		3-oxocholest-4-en-26-oate--CoA ligase
FGFFFLIJ_07082	CDS	801	paaF_2	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
FGFFFLIJ_07083	CDS	1083				hypothetical protein
FGFFFLIJ_07084	CDS	1101				hypothetical protein
FGFFFLIJ_07085	CDS	1200				hypothetical protein
FGFFFLIJ_07086	CDS	483				hypothetical protein
FGFFFLIJ_07087	CDS	120				hypothetical protein
FGFFFLIJ_07088	CDS	753				hypothetical protein
FGFFFLIJ_07089	CDS	573				hypothetical protein
FGFFFLIJ_07090	CDS	738		1.-.-.-		putative oxidoreductase
FGFFFLIJ_07091	CDS	228				hypothetical protein
FGFFFLIJ_07092	CDS	240				hypothetical protein
FGFFFLIJ_07093	CDS	750				hypothetical protein
FGFFFLIJ_07094	CDS	1215				hypothetical protein
FGFFFLIJ_07095	CDS	684				hypothetical protein
FGFFFLIJ_07096	CDS	792				hypothetical protein
FGFFFLIJ_07097	CDS	252				hypothetical protein
FGFFFLIJ_07098	CDS	1518	ptlI_3	1.14.15.32	COG2124	Pentalenene oxygenase
FGFFFLIJ_07099	CDS	1188		4.2.3.181		Selina-4(15),7(11)-diene synthase ((2E,6E)-farnesyl diphosphate cyclizing)
FGFFFLIJ_07100	CDS	1377				hypothetical protein
FGFFFLIJ_07101	CDS	2931				hypothetical protein
FGFFFLIJ_07102	CDS	501				hypothetical protein
FGFFFLIJ_07103	CDS	1998				hypothetical protein
FGFFFLIJ_07104	CDS	957				hypothetical protein
FGFFFLIJ_07105	CDS	1509				55.5 kDa and 49.5 kDa sporulation proteins
FGFFFLIJ_07106	CDS	1461				hypothetical protein
FGFFFLIJ_07107	CDS	1425				hypothetical protein
FGFFFLIJ_07108	CDS	1128	mgtA_2	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
FGFFFLIJ_07109	CDS	1299	pimC	2.4.1.-		GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol dimannoside mannosyltransferase
FGFFFLIJ_07110	CDS	1059				hypothetical protein
FGFFFLIJ_07111	CDS	447				hypothetical protein
FGFFFLIJ_07112	CDS	864	bcpA	2.7.8.23		Carboxyvinyl-carboxyphosphonate phosphorylmutase
FGFFFLIJ_07113	CDS	3627				hypothetical protein
FGFFFLIJ_07114	CDS	882	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
FGFFFLIJ_07115	CDS	672	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
FGFFFLIJ_07116	CDS	777	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
FGFFFLIJ_07117	CDS	726				hypothetical protein
FGFFFLIJ_07118	CDS	711				hypothetical protein
FGFFFLIJ_07119	CDS	969				hypothetical protein
FGFFFLIJ_07120	CDS	654	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
FGFFFLIJ_07121	CDS	1542				hypothetical protein
FGFFFLIJ_07122	CDS	954				hypothetical protein
FGFFFLIJ_07123	CDS	4737				hypothetical protein
FGFFFLIJ_07124	CDS	1242	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
FGFFFLIJ_07125	CDS	1209	soxA_1	1.5.3.1		Monomeric sarcosine oxidase
FGFFFLIJ_07126	CDS	2457	dmg	1.5.3.10		Dimethylglycine oxidase
FGFFFLIJ_07127	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
FGFFFLIJ_07128	CDS	807	xynR_3		COG1414	HTH-type transcriptional regulator XynR
FGFFFLIJ_07129	CDS	345	hcaC_2		COG2146	3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
FGFFFLIJ_07130	CDS	282	hcaD	1.18.1.3		3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component
FGFFFLIJ_07131	CDS	438	thcD_2	1.18.1.-		Rhodocoxin reductase
FGFFFLIJ_07132	CDS	753				hypothetical protein
FGFFFLIJ_07133	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
FGFFFLIJ_07134	CDS	198				hypothetical protein
FGFFFLIJ_07135	CDS	1149				hypothetical protein
FGFFFLIJ_07136	CDS	414				hypothetical protein
FGFFFLIJ_07137	CDS	2691				hypothetical protein
FGFFFLIJ_07138	CDS	450			COG2018	Serine protease inhibitor
FGFFFLIJ_07139	CDS	411				hypothetical protein
FGFFFLIJ_07140	CDS	612				hypothetical protein
FGFFFLIJ_07141	CDS	1413	proS_2	6.1.1.15	COG0442	Proline--tRNA ligase
FGFFFLIJ_07142	CDS	1530	glpK_2	2.7.1.30	COG0554	Glycerol kinase
FGFFFLIJ_07143	CDS	768	glpF_2		COG0580	putative glycerol uptake facilitator protein
FGFFFLIJ_07144	CDS	1680				hypothetical protein
FGFFFLIJ_07145	CDS	1191				hypothetical protein
FGFFFLIJ_07146	CDS	486				hypothetical protein
FGFFFLIJ_07147	CDS	840	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
FGFFFLIJ_07148	CDS	999	ncsB1	2.1.1.303		2,7-dihydroxy-5-methyl-1-naphthoate 7-O-methyltransferase
FGFFFLIJ_07149	CDS	2412				hypothetical protein
FGFFFLIJ_07150	CDS	2031	acsA_4	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FGFFFLIJ_07151	CDS	927				hypothetical protein
FGFFFLIJ_07152	CDS	1671	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
FGFFFLIJ_07153	CDS	450	crr			PTS system glucose-specific EIIA component
FGFFFLIJ_07154	rRNA	1524				16S ribosomal RNA
FGFFFLIJ_07155	rRNA	3119				23S ribosomal RNA
FGFFFLIJ_07156	rRNA	111				5S ribosomal RNA
FGFFFLIJ_07157	CDS	609	pgsA2_2	2.7.8.41	COG0558	Putative cardiolipin synthase
FGFFFLIJ_07158	CDS	2496	cugP_5	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
FGFFFLIJ_07159	CDS	855				hypothetical protein
FGFFFLIJ_07160	CDS	333				hypothetical protein
FGFFFLIJ_07161	CDS	954				hypothetical protein
FGFFFLIJ_07162	CDS	765				hypothetical protein
FGFFFLIJ_07163	CDS	747			COG0789	putative HTH-type transcriptional regulator
FGFFFLIJ_07164	CDS	474			COG1259	putative protein
FGFFFLIJ_07165	CDS	603			COG0789	putative HTH-type transcriptional regulator
FGFFFLIJ_07166	CDS	1545	dinB1	2.7.7.7	COG0389	DNA polymerase IV 1
FGFFFLIJ_07167	CDS	402				hypothetical protein
FGFFFLIJ_07168	CDS	2886	gcvP	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating)
FGFFFLIJ_07169	CDS	267				hypothetical protein
FGFFFLIJ_07170	CDS	588				hypothetical protein
FGFFFLIJ_07171	CDS	1524	gshA	6.3.2.2		Glutamate--cysteine ligase
FGFFFLIJ_07172	CDS	852				hypothetical protein
FGFFFLIJ_07173	CDS	825	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
FGFFFLIJ_07174	CDS	804				hypothetical protein
FGFFFLIJ_07175	CDS	345	zntR		COG0789	HTH-type transcriptional regulator ZntR
FGFFFLIJ_07176	CDS	1263				hypothetical protein
FGFFFLIJ_07177	CDS	603				hypothetical protein
FGFFFLIJ_07178	CDS	708				hypothetical protein
FGFFFLIJ_07179	CDS	1092				hypothetical protein
FGFFFLIJ_07180	CDS	1005				hypothetical protein
FGFFFLIJ_07181	CDS	642				hypothetical protein
FGFFFLIJ_07182	CDS	672				hypothetical protein
FGFFFLIJ_07183	CDS	1341	ptsJ		COG1167	Vitamin B6 salvage pathway transcriptional repressor PtsJ
FGFFFLIJ_07184	CDS	564	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
FGFFFLIJ_07185	CDS	999				hypothetical protein
FGFFFLIJ_07186	CDS	909	gltC_7			HTH-type transcriptional regulator GltC
FGFFFLIJ_07187	CDS	537				hypothetical protein
FGFFFLIJ_07188	CDS	1422	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FGFFFLIJ_07189	CDS	1455	lcfB_4	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FGFFFLIJ_07190	CDS	474				hypothetical protein
FGFFFLIJ_07191	CDS	657				hypothetical protein
FGFFFLIJ_07192	CDS	516	petC_3	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
FGFFFLIJ_07193	CDS	2193	dap4_2	3.4.14.5		Dipeptidyl aminopeptidase 4
FGFFFLIJ_07194	CDS	435				hypothetical protein
FGFFFLIJ_07195	CDS	1083				hypothetical protein
FGFFFLIJ_07196	CDS	633	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
FGFFFLIJ_07197	CDS	1215	aspC	2.6.1.1	COG0436	putative aspartate aminotransferase
FGFFFLIJ_07198	CDS	639				hypothetical protein
FGFFFLIJ_07199	CDS	1047	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
FGFFFLIJ_07200	CDS	606				hypothetical protein
FGFFFLIJ_07201	CDS	591	tetC			Transposon Tn10 TetC protein
FGFFFLIJ_07202	CDS	210				hypothetical protein
FGFFFLIJ_07203	CDS	906				hypothetical protein
FGFFFLIJ_07204	CDS	774	ygfF_2	1.-.-.-		putative oxidoreductase YgfF
FGFFFLIJ_07205	CDS	870				hypothetical protein
FGFFFLIJ_07206	CDS	699	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
FGFFFLIJ_07207	CDS	885				hypothetical protein
FGFFFLIJ_07208	CDS	1377	aam_4	3.5.1.13	COG0154	Acylamidase
FGFFFLIJ_07209	CDS	825				hypothetical protein
FGFFFLIJ_07210	CDS	396				hypothetical protein
FGFFFLIJ_07211	CDS	762	novJ	1.1.1.-		Short-chain reductase protein NovJ
FGFFFLIJ_07212	CDS	771	fabG_7	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FGFFFLIJ_07213	CDS	966	yajO_7	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
FGFFFLIJ_07214	CDS	678	ung_2	3.2.2.27	COG0692	Uracil-DNA glycosylase
FGFFFLIJ_07215	CDS	504				hypothetical protein
FGFFFLIJ_07216	CDS	696				hypothetical protein
FGFFFLIJ_07217	CDS	1272	auaG_2	1.14.13.222		Aurachin C monooxygenase/isomerase
FGFFFLIJ_07218	CDS	906	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
FGFFFLIJ_07219	CDS	1596	lnt_2	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
FGFFFLIJ_07220	CDS	462				hypothetical protein
FGFFFLIJ_07221	CDS	1917			COG1132	putative ABC transporter ATP-binding protein
FGFFFLIJ_07222	CDS	2088	ctpJ	3.6.3.-	COG2217	putative cation-transporting P-type ATPase J
FGFFFLIJ_07223	CDS	480				hypothetical protein
FGFFFLIJ_07224	CDS	1356		1.6.99.-	COG1252	NADH dehydrogenase-like protein
FGFFFLIJ_07225	CDS	549				hypothetical protein
FGFFFLIJ_07226	CDS	1287	arsB		COG1055	Arsenical pump membrane protein
FGFFFLIJ_07227	CDS	1707	devS_1	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
FGFFFLIJ_07228	CDS	492				hypothetical protein
FGFFFLIJ_07229	CDS	498	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
FGFFFLIJ_07230	CDS	2205				hypothetical protein
FGFFFLIJ_07231	CDS	1278	dapE_6	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
FGFFFLIJ_07232	CDS	837	gno_1	1.1.1.-		Gluconate 5-dehydrogenase
FGFFFLIJ_07233	tRNA	83				tRNA-Gly(ccc)
FGFFFLIJ_07234	CDS	1089	hrdB_2		COG0568	RNA polymerase principal sigma factor HrdB
FGFFFLIJ_07235	CDS	699				hypothetical protein
FGFFFLIJ_07236	CDS	765				hypothetical protein
FGFFFLIJ_07237	CDS	2871				hypothetical protein
FGFFFLIJ_07238	CDS	204				hypothetical protein
FGFFFLIJ_07239	CDS	648				hypothetical protein
FGFFFLIJ_07240	CDS	435				hypothetical protein
FGFFFLIJ_07241	CDS	546				hypothetical protein
FGFFFLIJ_07242	CDS	963				hypothetical protein
FGFFFLIJ_07243	CDS	2568	dhmA_2	3.8.1.5		Haloalkane dehalogenase
FGFFFLIJ_07244	CDS	1500	yhdG_7		COG0531	putative amino acid permease YhdG
FGFFFLIJ_07245	CDS	1083	yheS_3		COG0488	putative ABC transporter ATP-binding protein YheS
FGFFFLIJ_07246	CDS	510	ybiT_5		COG0488	putative ABC transporter ATP-binding protein YbiT
FGFFFLIJ_07247	CDS	1143				putative protein
FGFFFLIJ_07248	CDS	1221		3.5.1.47		N-acetyldiaminopimelate deacetylase
FGFFFLIJ_07249	CDS	201				hypothetical protein
FGFFFLIJ_07250	CDS	2100	katE	1.11.1.6	COG0753	Catalase HPII
FGFFFLIJ_07251	CDS	840	sigF_6		COG1191	RNA polymerase sigma factor SigF
FGFFFLIJ_07252	CDS	801			COG3324	Putative glyoxylase CFP32
FGFFFLIJ_07253	CDS	759	tam_9	2.1.1.144		Trans-aconitate 2-methyltransferase
FGFFFLIJ_07254	CDS	1212	sufS_3	2.8.1.7	COG0520	Cysteine desulfurase
FGFFFLIJ_07255	CDS	1347	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
FGFFFLIJ_07256	CDS	1533	lysA_4	4.1.1.20		Diaminopimelate decarboxylase
FGFFFLIJ_07257	CDS	1644	yveA_3		COG0531	Aspartate-proton symporter
FGFFFLIJ_07258	CDS	2331				hypothetical protein
FGFFFLIJ_07259	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
FGFFFLIJ_07260	CDS	1656				hypothetical protein
FGFFFLIJ_07261	CDS	1395	cseC_5	2.7.13.3	COG0642	Sensor protein CseC
FGFFFLIJ_07262	CDS	798				hypothetical protein
FGFFFLIJ_07263	CDS	585				hypothetical protein
FGFFFLIJ_07264	CDS	459				hypothetical protein
FGFFFLIJ_07265	CDS	1605		3.4.-.-		Transglutaminase-activating metalloprotease
FGFFFLIJ_07266	CDS	126				hypothetical protein
FGFFFLIJ_07267	CDS	522				hypothetical protein
FGFFFLIJ_07268	CDS	969	benM_7			HTH-type transcriptional regulator BenM
FGFFFLIJ_07269	CDS	870	pytH_1	3.1.1.88		Pyrethroid hydrolase
FGFFFLIJ_07270	CDS	1149	pelL	4.2.2.2		Pectate lyase L
FGFFFLIJ_07271	CDS	618				hypothetical protein
FGFFFLIJ_07272	CDS	987				hypothetical protein
FGFFFLIJ_07273	CDS	270				hypothetical protein
FGFFFLIJ_07274	CDS	516				hypothetical protein
FGFFFLIJ_07275	CDS	669				hypothetical protein
FGFFFLIJ_07276	CDS	207				hypothetical protein
FGFFFLIJ_07277	CDS	252				hypothetical protein
FGFFFLIJ_07278	CDS	507				hypothetical protein
FGFFFLIJ_07279	CDS	228				hypothetical protein
FGFFFLIJ_07280	CDS	1275				hypothetical protein
FGFFFLIJ_07281	CDS	480				hypothetical protein
FGFFFLIJ_07282	CDS	900	oxyR_3			Hydrogen peroxide-inducible genes activator
FGFFFLIJ_07283	CDS	1572				hypothetical protein
FGFFFLIJ_07284	CDS	954				hypothetical protein
FGFFFLIJ_07285	CDS	522				hypothetical protein
FGFFFLIJ_07286	CDS	519				hypothetical protein
FGFFFLIJ_07287	CDS	822				hypothetical protein
FGFFFLIJ_07288	CDS	408				hypothetical protein
FGFFFLIJ_07289	CDS	1152				hypothetical protein
FGFFFLIJ_07290	CDS	1251				hypothetical protein
FGFFFLIJ_07291	CDS	396				hypothetical protein
FGFFFLIJ_07292	CDS	618				hypothetical protein
FGFFFLIJ_07293	CDS	333				hypothetical protein
FGFFFLIJ_07294	CDS	528				hypothetical protein
FGFFFLIJ_07295	CDS	627				hypothetical protein
FGFFFLIJ_07296	CDS	330				hypothetical protein
FGFFFLIJ_07297	CDS	387				hypothetical protein
FGFFFLIJ_07298	CDS	1074	nemA_2	1.3.1.-	COG1902	N-ethylmaleimide reductase
FGFFFLIJ_07299	CDS	375	merR1_2			Mercuric resistance operon regulatory protein
FGFFFLIJ_07300	CDS	354				hypothetical protein
FGFFFLIJ_07301	CDS	99				hypothetical protein
FGFFFLIJ_07302	CDS	2943				hypothetical protein
FGFFFLIJ_07303	CDS	1281	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FGFFFLIJ_07304	CDS	693	tcrA_4		COG0745	Transcriptional regulatory protein TcrA
FGFFFLIJ_07305	CDS	1509	sasA_17	2.7.-.-		Adaptive-response sensory-kinase SasA
FGFFFLIJ_07306	CDS	1524				hypothetical protein
FGFFFLIJ_07307	CDS	405				hypothetical protein
FGFFFLIJ_07308	CDS	159				hypothetical protein
FGFFFLIJ_07309	CDS	888	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
FGFFFLIJ_07310	CDS	702				hypothetical protein
FGFFFLIJ_07311	CDS	219				hypothetical protein
FGFFFLIJ_07312	CDS	1176	tuf_3		COG0050	Elongation factor Tu
FGFFFLIJ_07313	CDS	843				hypothetical protein
FGFFFLIJ_07314	CDS	960				hypothetical protein
FGFFFLIJ_07315	CDS	1347				hypothetical protein
FGFFFLIJ_07316	CDS	471				hypothetical protein
FGFFFLIJ_07317	CDS	651			COG0586	putative membrane protein
FGFFFLIJ_07318	CDS	1794				hypothetical protein
FGFFFLIJ_07319	CDS	1026				hypothetical protein
FGFFFLIJ_07320	CDS	534	yrdA		COG0663	Protein YrdA
FGFFFLIJ_07321	CDS	963	ligD_3		COG1793	Multifunctional non-homologous end joining DNA repair protein LigD
FGFFFLIJ_07322	CDS	300				hypothetical protein
FGFFFLIJ_07323	CDS	336				hypothetical protein
FGFFFLIJ_07324	CDS	1044	ppx1_2	3.6.1.11	COG0248	Exopolyphosphatase 1
FGFFFLIJ_07325	CDS	741				hypothetical protein
FGFFFLIJ_07326	CDS	396				hypothetical protein
FGFFFLIJ_07327	CDS	468				hypothetical protein
FGFFFLIJ_07328	CDS	885	yghA	1.-.-.-		putative oxidoreductase YghA
FGFFFLIJ_07329	CDS	120				hypothetical protein
FGFFFLIJ_07330	CDS	1038				hypothetical protein
FGFFFLIJ_07331	CDS	606	rosB	2.6.1.114		8-demethyl-8-aminoriboflavin-5'-phosphate synthase
FGFFFLIJ_07332	CDS	492				hypothetical protein
FGFFFLIJ_07333	CDS	216				hypothetical protein
FGFFFLIJ_07334	CDS	825				hypothetical protein
FGFFFLIJ_07335	CDS	198				hypothetical protein
FGFFFLIJ_07336	CDS	180				hypothetical protein
FGFFFLIJ_07337	CDS	804	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
FGFFFLIJ_07338	CDS	780				hypothetical protein
FGFFFLIJ_07339	CDS	969	yerB			Putative lipoprotein YerB
FGFFFLIJ_07340	CDS	1218	pikC_4	1.14.15.33		Cytochrome P450 monooxygenase PikC
FGFFFLIJ_07341	CDS	609				hypothetical protein
FGFFFLIJ_07342	CDS	573	sutR_2		COG1396	HTH-type transcriptional regulator SutR
FGFFFLIJ_07343	CDS	579				hypothetical protein
FGFFFLIJ_07344	CDS	579				hypothetical protein
FGFFFLIJ_07345	CDS	417				hypothetical protein
FGFFFLIJ_07346	CDS	321				hypothetical protein
FGFFFLIJ_07347	CDS	357				hypothetical protein
FGFFFLIJ_07348	CDS	1494				hypothetical protein
FGFFFLIJ_07349	CDS	621	yigZ		COG1739	IMPACT family member YigZ
FGFFFLIJ_07350	CDS	1110				hypothetical protein
FGFFFLIJ_07351	CDS	936				hypothetical protein
FGFFFLIJ_07352	CDS	798				hypothetical protein
FGFFFLIJ_07353	CDS	192				hypothetical protein
FGFFFLIJ_07354	CDS	408				hypothetical protein
FGFFFLIJ_07355	CDS	546	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FGFFFLIJ_07356	CDS	1479	speA	4.1.1.19	COG1982	Arginine decarboxylase
